songid,excitedness,happiness,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,name,response_count,response_excitedness,response_happiness
5dB1DJRRjpMSnjhZzATuJt,0.5243127812339976,1.7589640469037704,287227,2,1,3,0.968,0.31,0.228,0.0147,0.103,-17.269,0.0389,0.652,177.029,Concerto No. 1 in G major Op. 26 for Organ - Allegro,20,0.5243127812339976,1.7589640469037704
7kuY7DRyd46M59u8FpdXdJ,3.811980432106164,7.1147882546758385,275587,6,1,4,0.99,0.378,0.0918,0.86,0.108,-27.796,0.0388,0.573,128.412,Sonata in G major - Allegro (Juliane Reichardt),20,3.811980432106164,7.1147882546758385
0GBNI4bZ55xvt1lhN3YHOz,-2.3232733730647293,4.109482507994959,910560,1,1,4,0.985,0.317,0.0717,0.888,0.0913,-23.796,0.0444,0.0378,78.178,Liszt Variations On A Theme By Bach 'Weinen Klagen',20,-2.3232733730647293,4.109482507994959
0wVHTVgJf0uAjxVYx1o7l7,-1.080690323916194,-3.865490842135868,226147,5,1,3,0.961,0.331,0.0582,0.000387,0.102,-22.233,0.0478,0.222,146.133,La Moneverda (Tarquinio Merula),20,-1.080690323916194,-3.865490842135868
4XKogfcnoBnK9aKSsnoOzh,-5.97336107993855,-0.45723907355363935,81267,0,1,3,0.794,0.357,0.12,0.0187,0.116,-16.532,0.0385,0.433,91.768,Triosonate fur Flute Violine und Basso - Dolce (Telemann),20,-5.97336107993855,-0.45723907355363935
4TqBF1lSz22CglBgMidA2R,-6.296950415654315,1.020229673417966,65973,6,0,4,0.829,0.408,0.178,0.000341,0.47,-13.463,0.0399,0.45,98.038,Partia No 5 - Intrada (Biber),20,-6.296950415654315,1.020229673417966
6mHZuV1O3ahLeLZhYEOZox,4.032021180392883,1.020229673417967,296560,8,0,3,0.976,0.174,0.0447,0.00246,0.108,-27.879,0.0494,0.165,71.602,Trio Sonata in C Major BWV 529-2. Largo (JS Bach),20,4.032021180392883,1.020229673417967
6RcwQer8mvE0cUhkSpT1gu,4.615021300240785,2.0930035008237224,124640,2,0,5,0.994,0.352,0.00218,0.795,0.0853,-40.647,0.0539,0.334,131.709,Handel- Suite in Fa Major (Adagio),20,4.615021300240785,2.0930035008237224
2hmC0upWZmAkg9ZwSDHD7Q,-1.2765697351361363,1.4440691927512355,301160,1,1,3,0.994,0.226,0.0293,0.892,0.107,-30.236,0.0448,0.0385,87.933,Intermezzo in B flat Minor Opus 117 No.2 (Johannes Brahms),20,-1.2765697351361363,1.4440691927512355
3r7HFP1c7F0TS5moDNjgk6,-0.6917947768105205,-1.981260296540364,160787,2,0,4,0.921,0.377,0.504,0.951,0.071,-16.288,0.0322,0.944,134.259,Prelude and Fugue No 13 in F-sharp major,20,-0.6917947768105205,-1.981260296540364
15biOfRTqZrfLxe6P1ddoh,-5.437673643267271,-1.4817751235584855,152027,1,0,4,0.974,0.519,0.116,0.433,0.312,-22.742,0.0477,0.428,116.533,Trio Sonata in D minor-1 Allegro (Telemann),20,-5.437673643267271,-1.4817751235584855
3alsYfAMWcYaBOhoxzp5Re,0.1433598814595295,2.617895387149916,148560,11,1,4,0.98,0.407,0.0982,0.914,0.109,-24.18,0.0724,0.464,138.125,Suite in C Major-1 Prelude-Johann Gottfried Conradi,20,0.1433598814595295,2.617895387149916
3bhUaQfHR9l98boGu6Q24a,1.2917304374104364,-0.6613630451747162,681147,10,0,4,0.881,0.239,0.0867,0.000105,0.161,-21.704,0.0398,0.184,92.414,Sonnerie - from Handel Trio Sonatas,20,1.2917304374104364,-0.6613630451747162
1wXZQNctwLAHBAXWkl9GHt,5.592847306667096,1.556031086598381,142840,8,1,4,0.993,0.456,0.146,0.907,0.112,-18.886,0.0483,0.183,114.263,Carnaval Opus 9 - Preambule,20,5.592847306667096,1.556031086598381
0K8yQhQqosSxnqUzgw7QGY,3.339821383992205,-3.06032877301053,674267,11,0,4,0.899,0.283,0.141,0.000317,0.122,-17.676,0.0413,0.227,83.461,Biber: Sonata 6 in C Minor (from 8 Sonatas 1681),20,3.339821383992205,-3.06032877301053
04cjhGLhlf3NKBGEPl1fEk,6.364711983700685,4.9502965403624355,164413,1,0,1,0.981,0.563,0.0609,0.107,0.118,-23.07,0.0426,0.436,94.522,Trio Sonata in D minor-3. Allegro (Telemann),20,6.364711983700685,4.9502965403624355
1WcJcEqsyUEeCKhVfj7ZCX,0.7988658868451421,-0.9473609175009503,76707,4,1,3,0.995,0.469,0.0134,0.916,0.102,-26.023,0.0502,0.0357,122.441,Chopin Prelude In E Major Opus 28,20,0.7988658868451421,-0.9473609175009503
1LAlEeMWSponkTegUkQjOI,-6.959042334731874,-1.2299172695365668,181907,9,1,4,0.986,0.217,0.0426,0.0123,0.112,-21.054,0.054,0.387,160.261,Sonata No. 2 BWV 1015 - 1. Dolce (J.S. Bach),20,-6.959042334731874,-1.2299172695365668
6aTENtwFV06NhEhi5V3ECj,2.580349637397239,-1.39195760993537,246133,0,0,3,0.876,0.268,0.0932,2.94e-05,0.088,-21.951,0.0415,0.159,112.486,Sonata No. 4 BWV 1017 - 1. Largo (J.S. Bach),20,2.580349637397239,-1.39195760993537
30M2CvrI43F81Agt6L68pd,2.0769788286075515,-1.4222655970202722,43920,5,0,4,0.994,0.364,0.261,0.897,0.114,-20.162,0.0295,0.661,63.189,Chopin Prelude In G Minor Opus 28,20,2.0769788286075515,-1.4222655970202722
1VdoJvF9iC6NDzG0059l9n,-1.508884865300074,1.322781831019062,247747,4,1,3,0.995,0.447,0.0324,0.888,0.132,-26.969,0.0439,0.0732,71.719,Intermezzo in E Major Opus 116 No.4 (Johannes Brahms),20,-1.508884865300074,1.322781831019062
1QKOTN5RT7TPve4xmIVOps,-6.513925580760569,1.148801265932541,231093,7,1,4,0.956,0.229,0.117,0.434,0.305,-23.929,0.0439,0.336,94.279,Sonata BWV 1027 in G major: adagio,20,-6.513925580760569,1.148801265932541
5M0AHL1MCcshA5htbnc0X1,6.298699759214668,3.797199341021415,232187,11,0,4,0.422,0.154,0.111,0.000717,0.0964,-17.433,0.0364,0.144,137.423,Set a 5 in C Minor,20,6.298699759214668,3.797199341021415
5IQypz1rEWTcj0S3YOKwNe,0.9554333423568466,1.9397731592953982,491293,1,1,4,0.9,0.29,0.146,0.667,0.129,-20.418,0.0359,0.186,94.402,Sonata for Oboe and Bassoc Continuo in G major: Andante (Sammartini),20,0.9554333423568466,1.9397731592953982
5upiiRig3NhF9Ab5HeIRXq,7.264678644193369,-1.668595551894564,502133,7,0,3,0.97,0.208,0.0772,2.73e-06,0.0729,-21.855,0.0498,0.0754,80.939,Confitebor (Monteverdi),20,7.264678644193369,-1.668595551894564
1ZY3Ve6hKOLxn5Y1BSN5Qz,-2.674793577758064,2.3280369374837413,216800,2,1,4,0.953,0.301,0.0869,0.0347,0.111,-23.582,0.0376,0.287,83.66,Wachet auf ruft uns die Stimme (BWV 140) - Chorus,20,-2.674793577758064,2.3280369374837413
7lA8yfEsWlarZiSRd3mQDW,6.167710796116927,5.586951254966566,713227,2,1,3,0.942,0.507,0.159,0.754,0.124,-16.53,0.036,0.159,112.644,Fandango (Luigi Boccherini),20,6.167710796116927,5.586951254966566
53bqTstpTJoH7ATnybwJVk,-1.1518799777736617,-1.397446457990116,132400,11,1,5,0.835,0.295,0.148,0.0133,0.143,-25.228,0.047,0.704,125.686,Froberger: Toccata III in C Major 1656,20,-1.1518799777736617,-1.397446457990116
3x2hBWjZ5hSI32RRYNDcUs,3.044611435980208,1.4771416803953856,249500,9,0,4,0.974,0.498,0.456,0.902,0.101,-12.8,0.0311,0.628,101.151,Concerto in A Minor for Four Harpsichords BWV 1065: I Allegro,20,3.044611435980208,1.4771416803953856
6y57WgLiErkmfjxUh91TUN,7.806921916757071,5.49341021416804,326227,0,1,4,0.982,0.21,0.265,0.113,0.136,-17.667,0.0416,0.182,84.027,Kyrie - Allegro moderato,20,7.806921916757071,5.49341021416804
4qxN1gUvvDuUEabzm0jkn3,5.590797237583679,0.43739703459637547,535240,5,1,4,0.986,0.398,0.153,0.686,0.149,-17.385,0.0426,0.56,132.603,Oboe Quartet in F (K370) - Allegro,20,5.590797237583679,0.43739703459637547
5sTiGK6oljvejJIVkeGvm4,4.415150953880349,3.416639209225701,274507,2,0,4,0.925,0.29,0.115,0.049,0.14,-16.963,0.0383,0.151,123.855,La Savorgnana (Giovanni Legrenzi),20,4.415150953880349,3.416639209225701
5Txwlv081K39njx353jh7r,5.072129759479268,5.065280065897858,147320,1,1,4,0.944,0.459,0.287,0.0214,0.183,-16.162,0.0338,0.412,127.697,Gloria (Antonio Vivaldi),20,5.072129759479268,5.065280065897858
1Eh3Jw3vLepRReEhbBPUqU,5.952292752626148,1.110172981878088,223333,7,0,5,0.992,0.492,0.0205,0.00133,0.109,-16.258,0.0434,0.437,132.478,Lenten is come,20,5.952292752626148,1.110172981878088
40q1FR5hnTGTdCzIP4Mzd3,-3.3365702643346653,-8.431013179571666,220120,9,0,4,0.913,0.285,0.0775,0.000786,0.0968,-20.364,0.0417,0.162,103.794,Sonata Prima Detta La Poggia (Marco Uccellini),20,-3.3365702643346653,-8.431013179571666
4yH5S4tzPlH7vAXaT2Ddya,-0.366020162463948,2.700370675453046,180093,0,0,4,0.861,0.333,0.476,0.0117,0.148,-17.9,0.0335,0.698,105.889,JS Bach: Partita in C minor (Sarabande),20,-0.366020162463948,2.700370675453046
3DNRdudZ2SstnDCVKFdXxG,-6.3699891514301585,-0.9081548599670523,315427,1,0,3,0.995,0.184,0.00527,0.887,0.173,-37.264,0.0432,0.151,170.612,Sonata I Sostenuto,20,-6.3699891514301585,-0.9081548599670523
6bzAzrOg2Mnik9qa0KiaXH,-4.3864789775884425,0.010626029654036069,149813,8,1,4,0.978,0.651,0.101,0.871,0.108,-19.241,0.051,0.455,96.355,Andreas Christi Sancte Andrea (Cristobal de Morales),20,-4.3864789775884425,0.010626029654036069
3BQFGCKyRr5OCLDainTXV5,-3.2579842828036947,-0.8673805601317967,211693,11,1,4,0.907,0.579,0.0793,0.404,0.109,-24.799,0.0391,0.302,86.253,Sonata In C Major (Weiss) - Andante,20,-3.2579842828036947,-0.8673805601317967
2mXFZQLccfYOYusYcuFeIg,6.5652634085677235,1.252883031301482,141507,3,1,4,0.966,0.345,0.317,0,0.38,-13.353,0.0448,0.312,113.591,Come again: sweet love doth now invite (John Dowland),20,6.5652634085677235,1.252883031301482
0d6SBWwgSnS1uGLSHZILzQ,6.4080914455057805,1.6198517298187805,94667,7,0,4,0.959,0.553,0.0828,0.85,0.0809,-23.288,0.0495,0.454,98.119,Prelude (Phalese),20,6.4080914455057805,1.6198517298187805
4WwTSDNUHnE5VydEeYkXj5,5.2450189188474035,4.188632619439868,381347,4,1,4,0.969,0.454,0.196,0.874,0.12,-16.833,0.0421,0.234,114.758,Sinfonia in La Maggiore (Luigi Boccherini),20,5.2450189188474035,4.188632619439868
4cTEg3C3RTD7ShgiAySaOb,6.896533546098278,4.750063363325307,251173,3,1,1,0.943,0.393,0.0514,0.219,0.111,-33.033,0.0471,0.332,99.653,Sonata III in d minor (Allegro:Moderato),20,6.896533546098278,4.750063363325307
4xxlVgbakgUa2VngV3XdVa,-0.35030296615775447,-3.8439044481054387,353653,0,0,4,0.993,0.328,0.005,0.0951,0.0952,-25.721,0.0374,0.0681,112.646,Sonata 1 (Largo),20,-0.35030296615775447,-3.8439044481054387
1RScV1DNccMvkyy0wHFrzX,-2.9195406556769776,-7.924052718286657,86480,1,0,4,0.874,0.349,0.205,0.921,0.146,-17.608,0.0455,0.448,115.646,Rosenmuller Sonata Teraz a 2 Allegro,20,-2.9195406556769776,-7.924052718286657
4kG6LyEa5ffkjbg1BAr489,-1.7648506337152374,-0.07228171334431696,429693,0,1,5,0.899,0.278,0.201,0.000271,0.0753,-17.16,0.0394,0.418,137.324,Ballo Del Gran Ducca (Giovanni Battista Buonamente),20,-1.7648506337152374,-0.07228171334431696
1gqOg3La1P3q0X3FMsHcZE,6.533829015955335,2.720757825370675,207493,11,0,4,0.992,0.218,0.0274,0.719,0.0887,-23.213,0.0367,0.0721,172.516,Chansons sans paroles (1989) op. 2 Pastorale,20,6.533829015955335,2.720757825370675
478yZ3EhghZ904UI5cWvzz,-7.705950837456672,-2.5187397034596395,125667,6,1,4,0.97,0.193,0.0772,0.925,0.339,-21.493,0.0447,0.217,82.953,Sonata in C major for oboe and basso continuo after BWV 1035 (adagio ma non tanto),20,-7.705950837456672,-2.5187397034596395
3STBE0r1t5DG7tTG67RFlT,-2.1420633450639004,1.2936573311367372,205000,9,0,4,0.995,0.204,0.0404,0.889,0.0578,-23.926,0.0397,0.163,83.515,Drei Romanzen Op. 94 (Nicht schnell),20,-2.1420633450639004,1.2936573311367372
7IRVyRWNANnrS7a34Co8Gu,-0.6803640885878333,-0.11305601317957178,193507,0,1,4,0.809,0.31,0.134,0.00495,0.135,-28.311,0.0376,0.351,105.326,Suite in d minor - Allemande la Loureuse,20,-0.6803640885878333,-0.11305601317957178
1okQeekaBL7DzFxS0j1s7l,3.53184452147223,2.374176276771005,310253,7,0,4,0.978,0.132,0.0083,0.00393,0.132,-30.221,0.0616,0.0391,80.347,Stabat Mater (Antonio Vivaldi),20,3.53184452147223,2.374176276771005
75tHHyxJw2u6EeMPaTNXHD,-5.505543354589474,0.2946869851729811,168800,0,1,4,0.197,0.585,0.571,0,0.245,-8.342,0.0271,0.666,126.836,If I were fire,20,-5.505543354589474,0.2946869851729811
5B02PJiyIStKXSbFHcbM3V,0.1526473156404631,-0.4392504118616154,303987,7,0,3,0.994,0.382,0.028,0.934,0.131,-27.892,0.0541,0.396,76.461,Anon : Praeter rerum seriem,20,0.1526473156404631,-0.4392504118616154
3IpsIq5aStFfJNtHZJFXVi,0.1937538290566626,2.730167279178809,214067,7,1,4,0.968,0.388,0.18,0.894,0.119,-15.836,0.0375,0.344,81.15,La Ritirata Di Madrid (Luigi Boccherini),20,0.1937538290566626,2.730167279178809
3GxIGhQrnWKJsMivcVn3Is,5.496494059746512,-0.9489291598023079,240440,4,1,3,0.627,0.58,0.158,0.000161,0.104,-18.16,0.0454,0.153,132.511,If I were pope,20,5.496494059746512,-0.9489291598023079
1BwEFhSaicS7sn7wUHMmE6,-4.688249146667372,-0.9693163097199354,124984,8,1,3,0.98,0.256,0.0978,0,0.315,-18.318,0.0613,0.135,80.781,Phenix - Allegro,20,-4.688249146667372,-0.9693163097199354
5zCFefmkIAQS0mrTGv1TFE,-0.27171698462678284,0.6616556836902807,141613,0,1,3,0.91,0.315,0.0796,0.00371,0.131,-19.112,0.0367,0.312,128.166,Avanti Il Quarto Brando (Giovanni Battista Buonamente),20,-0.27171698462678284,0.6616556836902807
0Fii43hRK9ocOwxylNvwLu,0.5455772232953198,0.21313838550247105,442000,4,1,4,0.908,0.235,0.0862,0.345,0.246,-23.546,0.0451,0.315,89.317,Les Delices de la Solitude Op. 20 - Sonata I in F major - Aria,20,0.5455772232953198,0.21313838550247105
1jUqIz1pKixLcPFN2hoWoF,7.50829518693938,9.0,203200,5,0,4,0.964,0.16,0.106,0.0163,0.0635,-19.918,0.0426,0.0346,90.922,Magnificat (Antonio Vivaldi),20,7.50829518693938,9.0
6fOnAgXSZQ5qOtRoSWEND6,1.6143465721165293,2.0887561779242168,249800,5,1,3,0.981,0.207,0.0343,0.865,0.122,-25.427,0.0352,0.0555,133.731,Sinfonia In Re Minore (Luigi Boccherini),20,1.6143465721165293,2.0887561779242168
7eujJx0u6PnmVWzqkNaG88,0.9385071309501762,1.273270181219109,424827,4,0,4,0.943,0.463,0.197,0.667,0.103,-21.519,0.0345,0.346,120.109,Chopin Prelude In B Minor Opus 28,20,0.9385071309501762,1.273270181219109
4PckZvzNatejKojNIKnCPu,4.113380784801419,-2.2333196046128516,131680,1,0,3,0.729,0.264,0.246,0.519,0.0806,-16.504,0.0401,0.167,105.259,Sonata II in D minor - Allegro,20,4.113380784801419,-2.2333196046128516
1f3MVDwSNuqBtMxloyLvvD,4.930674992723519,-7.085461285008239,111453,4,1,3,0.993,0.495,0.106,0.921,0.126,-23.852,0.0476,0.675,119.998,Waltz KK IVa no.12 in E major,20,4.930674992723519,-7.085461285008239
1Sa03TevW8uKcVieD3LHJ0,5.559362844971291,0.5597199341021419,201893,4,1,4,0.995,0.356,0.0271,0.899,0.0901,-27.716,0.0496,0.0665,76.451,Intermezzo in E Major Opus 116 No.6 (Johannes Brahms),20,5.559362844971291,0.5597199341021419
5tY3Nzjutp05g2OleVbthn,0.49842563437673604,0.9266886326194388,124093,0,1,3,0.996,0.492,0.271,0.95,0.095,-26.848,0.0355,0.907,130.917,Sonata III in C major - Fuga da capella,20,0.49842563437673604,0.9266886326194388
3NpNbK1v8O6uU0dQMJgkuz,-3.195115497578916,-0.13344316309720017,137453,11,1,4,0.576,0.308,0.46,0.0123,0.159,-10.307,0.0347,0.896,91.941,Trouble fete (Gorner),20,-3.195115497578916,-0.13344316309720017
7KJio7FwXuLrqvmmG1y4Rj,-7.0772629852089,0.5597199341021412,28053,6,0,4,0.994,0.445,0.0606,0.785,0.0946,-29.517,0.0413,0.707,141.515,Chopin Prelude In C Sharp Minor Opus 28,20,-7.0772629852089,0.5597199341021412
376Ex3IlFOpcXelKREEFH7,-0.7903844627311936,2.659596375617793,99120,0,1,3,0.942,0.354,0.198,2.29e-05,0.185,-15.702,0.0388,0.52,129.764,Gagliard Seconda (Giovanni Battista Buonamente),20,-0.7903844627311936,2.659596375617793
6ozOXbh1k3XBIHL9kzCAxf,0.6713147937448735,2.292627677100494,247067,7,1,4,0.986,0.288,0.0173,0.0189,0.0785,-25.41,0.0417,0.152,100.544,Alysoun,20,0.6713147937448735,2.292627677100494
2LxicsnwXNPR7fNpeNH7IQ,-4.190134925271061,-0.7168292992016224,226573,0,0,4,0.863,0.243,0.366,0.0543,0.123,-20.578,0.0336,0.795,114.607,More Palatino (Jan Pieterszoon Sweelinck),20,-4.190134925271061,-0.7168292992016224
7mKNB44OvbUvh1qx0solVl,8.45374499551199,4.530509441135469,197147,3,1,3,0.994,0.322,0.216,0.937,0.101,-22.957,0.0441,0.718,111.561,Suite No 4 in E flat major BWV 815: Allemande,20,8.45374499551199,4.530509441135469
5QxTjzD0DXchJGlUr7yleX,-5.002593072791257,0.007698644024837118,212867,9,1,3,0.968,0.353,0.0518,2.22e-05,0.118,-21.811,0.0672,0.338,178.307,Oxenford (Anon),20,-5.002593072791257,0.007698644024837118
5EJ55HhFMeWwhko26S6gbk,4.773503029661577,-1.6828665568369037,207960,0,1,4,0.878,0.516,0.414,0.223,0.0749,-12.484,0.0352,0.745,103.62,BWV 1041 : I. Allegro,20,4.773503029661577,-1.6828665568369037
6su8v0Uv3hsUOEaT9nm06s,-2.204932130288677,5.024505766062603,35560,0,1,4,0.993,0.342,0.138,0.585,0.109,-27.027,0.0468,0.107,115.411,Chopin Prelude In C Major Opus 28,20,-2.204932130288677,5.024505766062603
7ftsdGd4xeqDvpTjJbCdyO,2.0701452649961634,4.800247116968699,210373,7,0,3,0.989,0.353,0.261,0.748,0.17,-17.247,0.0524,0.812,94.467,BWV 1001 / IV. Presto,20,2.0701452649961634,4.800247116968699
2p07d16xdpMvjTfYJaMho9,6.084075398578084,-0.7826954758585742,384240,11,1,4,0.995,0.352,0.0443,0.881,0.0931,-25.665,0.0378,0.247,142.352,Romance in B Major Opus 28 No.3 (Robert Schumann),20,6.084075398578084,-0.7826954758585742
0hQUa3OzVogaAhPVMOFgsf,-3.2422670864974994,2.618822075782537,149360,3,1,4,0.689,0.344,0.44,0.0197,0.09,-13.185,0.0463,0.529,120.506,Premier Concert - Coulicam (Rameau),20,-3.2422670864974994,2.618822075782537
78LNt4v31eS7gqs3S4O8WZ,-8.276532691239117,-8.783772652388798,156827,8,1,4,0.995,0.354,0.085,0.88,0.106,-29.974,0.0428,0.0831,113.898,Chopin Prelude In A Flat Major Opus 28,20,-8.276532691239117,-8.783772652388798
6cl48ySVcpRv8jqLW0fXxr,-5.6784325139576115,0.009266886326193848,205040,4,1,3,0.775,0.493,0.285,0.00147,0.087,-17.35,0.0344,0.671,131.304,Matteis: Ground After the Scotch Humour,20,-5.6784325139576115,0.009266886326193848
5vDxKfWT8CwAKdIVAPC7w2,-3.2737014791098873,1.8033360790774289,590573,7,1,4,0.917,0.195,0.0416,0.302,0.0951,-21.002,0.0461,0.0402,107.264,Sonata No. 1 in E minor Op. 50 - Andante ,20,-3.2737014791098873,1.8033360790774289
1BwEFhSaicS7sn7wUHMmE6,5.7479692006456204,3.9439868204283335,124984,8,1,3,0.98,0.256,0.0978,0,0.315,-18.318,0.0613,0.135,80.781,Phenix - Allegro,20,5.7479692006456204,3.9439868204283335
27xdEutt3SrBR3LfWoEfAr,-0.3974545550763368,-3.4565485996705116,119360,10,1,4,0.995,0.624,0.397,0.931,0.0717,-21.087,0.0539,0.686,103.963,Sonata IV in B-flat major - Bruit de chasse,20,-0.3974545550763368,-3.4565485996705116
0cNkTX5z7HF9ZO6IpuHY6t,1.7872357314846663,4.025535420098846,305667,3,1,3,0.996,0.406,0.00699,0.946,0.0803,-33.418,0.0773,0.0697,79.031,Intermezzo in E flat Major Opus 117 No.1 (Johannes Brahms),20,1.7872357314846663,4.025535420098846
3WvlPjx0LsThdnDOybICr1,-8.051729156192945,0.1519769357495871,286267,11,0,4,0.988,0.553,0.0333,0,0.0748,-26.201,0.0478,0.314,101.845,Ma belle si ton ame (Gilles Durant de la Bergerie),20,-8.051729156192945,0.1519769357495871
0AyptO1NDrEW51CeG46JvZ,-7.564496070700923,-0.2149917627677102,159242,2,0,4,0.962,0.374,0.116,0.909,0.0984,-22.755,0.0369,0.411,96.475,Toccata XX,20,-7.564496070700923,-0.2149917627677102
2G4PNYSG5MFebgYEkjhV5X,-2.5035588601063696,1.640238879736408,198120,2,1,4,0.902,0.367,0.199,0.0034,0.189,-16.145,0.0486,0.146,128.727,Aria Nona (Marco Uccellini),20,-2.5035588601063696,1.640238879736408
31btse2R2Yl3c2Mq0c97Mx,5.166432937316434,-0.4392504118616158,189040,10,1,4,0.994,0.308,0.0287,0.821,0.169,-29.394,0.053,0.132,63.743,Capriccio in G minor Opus 116 No.3 (Johannes Brahms),20,5.166432937316434,-0.4392504118616158
2XAstIRSHffi8q7AdtPFoq,1.0328103087873417,1.3548187808896202,162440,4,0,1,0.984,0.314,0.311,0.834,0.13,-13.672,0.0484,0.481,86.144,Prelude (BWV 996) ,20,1.0328103087873417,1.3548187808896202
6QigSGaSqn2qSM5pTf5HNG,-5.584129336120444,-2.4168039538715003,75587,8,0,1,0.995,0.445,0.165,0.89,0.118,-22.962,0.0343,0.633,110.036,Chopin Prelude In G Sharp Minor Opus 28,20,-5.584129336120444,-2.4168039538715003
05KYRG87szC4jAgzplWB2O,-4.138147275950573,-1.2751235584843492,197627,6,1,4,0.996,0.311,0.00536,0.845,0.109,-37.569,0.0551,0.195,81.572,Romance in F sharp Major Opus 28 No.2 (Robert Schumann),20,-4.138147275950573,-1.2751235584843492
